Adm_No,Name,Class,Gender,Subject,Marks,Percentage
7711,Student_7711,I,Other,English,100.0,98.7
7718,Student_7718,II,Male,English,90.0,84.8
7719,Student_7719,III,Other,English,93.6,79.4
7722,Student_7722,III,Other,English,77.9,83.0
7726,Student_7726,I,Other,English,92.1,85.8
7728,Student_7728,III,Male,English,81.1,78.4
7731,Student_7731,III,Other,English,66.8,82.7
7736,Student_7736,II,Other,English,90.7,91.0
7737,Student_7737,III,Female,English,73.7,80.7
7738,Student_7738,I,Female,English,72.4,80.2
7739,Student_7739,II,Female,English,94.3,86.1
7740,Student_7740,III,Other,English,89.6,78.7
7741,Student_7741,I,Male,English,71.4,75.8
7747,Student_7747,I,Male,English,95.2,88.9
7748,Student_7748,II,Other,English,79.5,84.5
7750,Student_7750,I,Male,English,66.8,81.8
7751,Student_7751,II,Other,English,95.1,93.2
7754,Student_7754,II,Other,English,88.9,85.9
7756,Student_7756,I,Male,English,70.4,78.7
7761,Student_7761,III,Male,English,75.5,85.6
7764,Student_7764,III,Male,English,85.6,79.6
7766,Student_7766,II,Female,English,87.1,77.2
7767,Student_7767,III,Female,English,100.0,89.3
7768,Student_7768,I,Female,English,91.1,85.6
7770,Student_7770,III,Female,English,71.9,92.2
7771,Student_7771,I,Other,English,88.7,85.4
7775,Student_7775,II,Other,English,87.4,92.9
7779,Student_7779,III,Female,English,90.2,96.9
7787,Student_7787,II,Other,English,81.9,79.6
7789,Student_7789,I,Other,English,98.1,98.9
7796,Student_7796,II,Other,English,69.5,85.7
7797,Student_7797,III,Female,English,100.0,100.0
7800,Student_7800,III,Other,English,87.8,96.2
7801,Student_7801,I,Other,English,85.6,90.7
7806,Student_7806,III,Male,English,81.2,85.1
7814,Student_7814,II,Other,English,86.0,91.7
7815,Student_7815,III,Female,English,57.1,79.6
7824,Student_7824,III,Male,English,100.0,96.7
7826,Student_7826,II,Other,English,80.6,83.7
7832,Student_7832,II,Other,English,88.6,97.2
7836,Student_7836,III,Female,English,100.0,93.6
7839,Student_7839,III,Female,English,79.6,81.5
7841,Student_7841,II,Other,English,92.4,82.4
7843,Student_7843,I,Other,English,92.2,79.7
7847,Student_7847,II,Other,English,85.8,94.7
7849,Student_7849,I,Other,English,67.8,89.5
7851,Student_7851,III,Female,English,74.7,79.5
7856,Student_7856,II,Male,English,80.6,89.3
7857,Student_7857,III,Male,English,88.6,84.9
7859,Student_7859,II,Other,English,82.0,86.2
7861,Student_7861,I,Female,English,79.9,86.7
7862,Student_7862,II,Male,English,85.7,75.8
7865,Student_7865,II,Female,English,63.5,81.2
7867,Student_7867,I,Male,English,67.4,77.6
7871,Student_7871,II,Other,English,85.5,100.0
7872,Student_7872,III,Female,English,78.4,75.9
7875,Student_7875,III,Female,English,98.4,95.9
7889,Student_7889,II,Female,English,100.0,100.0
7895,Student_7895,II,Other,English,89.8,77.4
7897,Student_7897,I,Female,English,100.0,95.5
7902,Student_7902,III,Other,English,93.0,87.2
7911,Student_7911,III,Female,English,81.2,93.6
7914,Student_7914,III,Male,English,83.5,87.6
7916,Student_7916,II,Male,English,88.6,81.6
7917,Student_7917,III,Male,English,69.5,76.4
7919,Student_7919,II,Other,English,88.8,88.6
7923,Student_7923,III,Other,English,87.7,87.5
7930,Student_7930,I,Other,English,93.3,93.2
7931,Student_7931,II,Male,English,67.8,80.3
7932,Student_7932,III,Other,English,77.0,92.6
7939,Student_7939,I,Male,English,84.1,92.4
7945,Student_7945,I,Other,English,100.0,98.0
7950,Student_7950,III,Male,English,83.9,83.2
7951,Student_7951,I,Female,English,92.7,95.5
7953,Student_7953,III,Other,English,100.0,91.7
7955,Student_7955,II,Other,English,80.3,76.3
7957,Student_7957,I,Other,English,91.5,80.7
7958,Student_7958,II,Other,English,78.5,100.0
7967,Student_7967,II,Other,English,100.0,81.5
7971,Student_7971,III,Other,English,92.3,95.4
7976,Student_7976,II,Other,English,96.4,90.7
7987,Student_7987,I,Other,English,81.1,83.7
7989,Student_7989,III,Female,English,90.3,98.2
7991,Student_7991,II,Other,English,85.5,82.9
7993,Student_7993,I,Other,English,80.6,88.1
7995,Student_7995,III,Female,English,100.0,79.5
8000,Student_8000,II,Female,English,87.9,89.0
8002,Student_8002,I,Female,English,95.9,97.7
8004,Student_8004,III,Female,English,100.0,100.0
8006,Student_8006,II,Female,English,70.9,79.1
8007,Student_8007,III,Other,English,65.5,76.9
8008,Student_8008,I,Female,English,91.7,92.7
8011,Student_8011,I,Male,English,84.3,89.8
8015,Student_8015,II,Female,English,88.5,86.6
8016,Student_8016,III,Male,English,92.3,92.5
8020,Student_8020,I,Male,English,67.6,75.9
8027,Student_8027,II,Male,English,89.7,93.4
8030,Student_8030,II,Male,English,91.6,99.9
8031,Student_8031,III,Other,English,85.7,93.3
8035,Student_8035,I,Female,English,70.9,77.1
8036,Student_8036,II,Female,English,73.9,82.1
8040,Student_8040,III,Female,English,87.7,85.1
8041,Student_8041,I,Male,English,87.1,88.4
8044,Student_8044,I,Male,English,100.0,100.0
8054,Student_8054,II,Male,English,86.0,90.5
8055,Student_8055,III,Male,English,82.7,90.2
8061,Student_8061,III,Female,English,90.4,85.5
8062,Student_8062,I,Female,English,77.9,79.5
8066,Student_8066,II,Male,English,89.6,87.6
8070,Student_8070,III,Male,English,88.0,99.7
8072,Student_8072,II,Male,English,97.9,84.3
8074,Student_8074,I,Female,English,96.1,89.4
8079,Student_8079,III,Female,English,76.9,78.5
8083,Student_8083,I,Female,English,69.9,80.7
8084,Student_8084,II,Male,English,100.0,100.0
8089,Student_8089,I,Female,English,87.1,88.5
8092,Student_8092,I,Other,English,79.1,77.7
8095,Student_8095,I,Female,English,81.3,80.5
8105,Student_8105,II,Female,English,84.5,98.2
8106,Student_8106,III,Female,English,100.0,82.5
8108,Student_8108,II,Male,English,80.8,76.5
8114,Student_8114,II,Male,English,85.7,98.1
8117,Student_8117,II,Male,English,85.8,81.3
8118,Student_8118,III,Other,English,72.7,82.5
8120,Student_8120,II,Female,English,83.7,87.4
8121,Student_8121,III,Male,English,90.3,84.2
8123,Student_8123,II,Other,English,87.1,85.1
8124,Student_8124,III,Female,English,65.8,78.9
8126,Student_8126,II,Female,English,96.3,95.8
8127,Student_8127,III,Female,English,66.9,92.2
8130,Student_8130,III,Male,English,100.0,98.5
8131,Student_8131,I,Other,English,76.6,76.3
8133,Student_8133,III,Other,English,91.0,82.9
8134,Student_8134,I,Female,English,68.5,75.5
8137,Student_8137,I,Male,English,91.6,89.5
8138,Student_8138,II,Female,English,100.0,90.7
8146,Student_8146,I,Male,English,71.4,78.0
8147,Student_8147,II,Male,English,85.7,76.1
8148,Student_8148,III,Other,English,86.9,88.0
8153,Student_8153,II,Other,English,95.2,81.9
8154,Student_8154,III,Female,English,88.4,85.9
8155,Student_8155,I,Other,English,75.7,78.9
8157,Student_8157,III,Male,English,80.0,81.0
8159,Student_8159,II,Female,English,77.1,79.3
8161,Student_8161,I,Male,English,71.7,80.2
8162,Student_8162,II,Female,English,83.2,89.4
8164,Student_8164,I,Other,English,100.0,94.3
8165,Student_8165,II,Other,English,100.0,90.0
8171,Student_8171,II,Male,English,90.0,81.8
8174,Student_8174,II,Other,English,81.0,86.7
8175,Student_8175,III,Female,English,83.4,75.1
8179,Student_8179,I,Other,English,79.1,77.7
8182,Student_8182,I,Female,English,90.0,95.2
8187,Student_8187,III,Other,English,83.7,77.8
8190,Student_8190,III,Female,English,100.0,90.4
8194,Student_8194,I,Female,English,96.5,84.9
8197,Student_8197,I,Other,English,78.7,76.0
8199,Student_8199,III,Other,English,100.0,87.5
8200,Student_8200,I,Male,English,100.0,96.3
8201,Student_8201,II,Male,English,68.4,78.5
8205,Student_8205,III,Other,English,81.4,79.0
8210,Student_8210,II,Male,English,78.3,88.7
8212,Student_8212,I,Male,English,96.3,88.5
8221,Student_8221,I,Female,English,100.0,100.0
8229,Student_8229,III,Male,English,71.5,81.5
8233,Student_8233,I,Other,English,100.0,98.1
8234,Student_8234,II,Female,English,76.8,83.4
8236,Student_8236,I,Male,English,70.8,75.2
8237,Student_8237,II,Other,English,76.7,77.8
8241,Student_8241,III,Other,English,94.7,91.4
8243,Student_8243,II,Female,English,80.7,81.5
8248,Student_8248,I,Other,English,83.6,85.2
8251,Student_8251,I,Male,English,94.4,78.3
8255,Student_8255,II,Other,English,93.0,85.1
8265,Student_8265,III,Male,English,80.4,95.6
8270,Student_8270,II,Female,English,88.2,75.0
8272,Student_8272,I,Female,English,87.0,79.4
8273,Student_8273,II,Male,English,75.0,76.3
8274,Student_8274,III,Other,English,97.7,86.1
8275,Student_8275,I,Female,English,97.9,87.1
8276,Student_8276,II,Other,English,100.0,94.8
8279,Student_8279,II,Male,English,94.2,81.0
8283,Student_8283,III,Female,English,94.4,95.8
8285,Student_8285,II,Male,English,94.4,96.9
8290,Student_8290,I,Female,English,100.0,91.9
8296,Student_8296,I,Female,English,86.3,100.0
8298,Student_8298,III,Female,English,100.0,88.1
8299,Student_8299,I,Female,English,63.7,76.5
8305,Student_8305,I,Other,English,96.4,100.0
8306,Student_8306,II,Female,English,79.6,75.2
8312,Student_8312,II,Female,English,67.3,83.2
8315,Student_8315,II,Female,English,71.9,76.1
8316,Student_8316,III,Female,English,67.6,80.4
8321,Student_8321,II,Other,English,81.0,80.4
8322,Student_8322,III,Other,English,80.0,80.9
8327,Student_8327,II,Other,English,88.3,76.9
8330,Student_8330,II,Other,English,80.5,80.6
8333,Student_8333,II,Other,English,84.3,94.1
8335,Student_8335,I,Female,English,83.1,75.2
8338,Student_8338,I,Female,English,58.5,76.4
8339,Student_8339,II,Female,English,85.1,83.8
8345,Student_8345,II,Male,English,92.3,100.0
8348,Student_8348,II,Other,English,76.8,78.8
8350,Student_8350,I,Male,English,70.9,80.4
8353,Student_8353,I,Female,English,89.4,88.2
8354,Student_8354,II,Male,English,89.6,95.0
8355,Student_8355,III,Male,English,89.4,94.1
8356,Student_8356,I,Other,English,78.4,78.7
8358,Student_8358,III,Female,English,87.0,96.8
8363,Student_8363,II,Other,English,89.2,80.2
8366,Student_8366,II,Other,English,99.4,87.2
8367,Student_8367,III,Other,English,86.9,91.5
8372,Student_8372,II,Other,English,75.9,75.8
8376,Student_8376,III,Male,English,96.5,78.0
8377,Student_8377,I,Male,English,66.6,75.7
8381,Student_8381,II,Other,English,87.3,84.4
8382,Student_8382,III,Male,English,88.2,78.7
8383,Student_8383,I,Male,English,77.5,87.0
8391,Student_8391,III,Female,English,77.1,83.9
8406,Student_8406,III,Male,English,94.7,88.6
8409,Student_8409,III,Male,English,95.9,88.1
8411,Student_8411,II,Other,English,80.4,75.5
8414,Student_8414,II,Female,English,82.8,87.5
8423,Student_8423,II,Other,English,73.8,78.4
8424,Student_8424,III,Male,English,100.0,89.6
8427,Student_8427,III,Female,English,100.0,96.4
8428,Student_8428,I,Female,English,86.2,90.1
8429,Student_8429,II,Other,English,95.9,96.6
8432,Student_8432,II,Other,English,100.0,93.4
8435,Student_8435,II,Female,English,100.0,96.9
8438,Student_8438,II,Female,English,91.2,88.0
8448,Student_8448,III,Male,English,97.0,98.3
8454,Student_8454,III,Female,English,84.3,83.4
8462,Student_8462,II,Other,English,90.7,86.7
8463,Student_8463,III,Other,English,89.1,78.1
8464,Student_8464,I,Female,English,93.7,100.0
8468,Student_8468,II,Male,English,88.8,84.3
8469,Student_8469,III,Male,English,82.8,88.2
8479,Student_8479,I,Male,English,98.2,83.8
8480,Student_8480,II,Other,English,82.8,94.9
8482,Student_8482,I,Female,English,72.9,82.3
8487,Student_8487,III,Female,English,77.4,82.7
8489,Student_8489,II,Other,English,85.8,93.4
8490,Student_8490,III,Female,English,72.2,85.1
8492,Student_8492,II,Other,English,79.7,78.8
8494,Student_8494,I,Male,English,77.2,85.1
8498,Student_8498,II,Male,English,79.9,86.9
8500,Student_8500,I,Other,English,85.7,78.0
8502,Student_8502,III,Other,English,90.0,100.0
8504,Student_8504,II,Male,English,90.2,91.7
8506,Student_8506,I,Female,English,90.5,88.6
8507,Student_8507,II,Other,English,97.7,86.6
8510,Student_8510,II,Other,English,72.4,81.7
8511,Student_8511,III,Other,English,100.0,100.0
8512,Student_8512,I,Other,English,81.5,75.4
8516,Student_8516,II,Female,English,92.3,79.6
8519,Student_8519,II,Male,English,75.3,76.7
8521,Student_8521,I,Other,English,92.6,81.5
8522,Student_8522,II,Female,English,88.0,88.4
8525,Student_8525,II,Female,English,100.0,96.5
8526,Student_8526,III,Male,English,75.3,86.7
8533,Student_8533,I,Female,English,81.0,76.3
8535,Student_8535,III,Male,English,100.0,89.7
8538,Student_8538,III,Male,English,84.0,95.0
8540,Student_8540,II,Male,English,79.6,82.4
8541,Student_8541,III,Other,English,91.9,80.6
8542,Student_8542,I,Female,English,88.4,82.9
8548,Student_8548,I,Female,English,89.9,92.4
8554,Student_8554,I,Male,English,84.3,76.2
8555,Student_8555,II,Other,English,93.1,100.0
8557,Student_8557,I,Other,English,54.7,77.0
8558,Student_8558,II,Female,English,97.2,98.4
8561,Student_8561,II,Other,English,97.1,89.8
8564,Student_8564,II,Female,English,69.7,77.8
8566,Student_8566,I,Female,English,85.7,77.4
8573,Student_8573,II,Male,English,80.4,88.1
8575,Student_8575,I,Female,English,97.5,100.0
8576,Student_8576,II,Male,English,78.3,87.2
8581,Student_8581,I,Female,English,100.0,100.0
8584,Student_8584,I,Female,English,75.8,89.1
8585,Student_8585,II,Other,English,97.7,97.0
8587,Student_8587,I,Other,English,70.7,76.7
8588,Student_8588,II,Male,English,75.1,82.5
8590,Student_8590,I,Other,English,80.5,88.0
8591,Student_8591,II,Other,English,100.0,98.4
8594,Student_8594,II,Female,English,76.0,85.7
8600,Student_8600,II,Male,English,86.4,84.1
8605,Student_8605,I,Other,English,63.6,88.2
8606,Student_8606,II,Other,English,64.3,76.0
8607,Student_8607,III,Other,English,95.2,80.4
8611,Student_8611,I,Male,English,94.3,95.8
8613,Student_8613,III,Other,English,87.0,82.8
8615,Student_8615,II,Male,English,98.9,95.9
8616,Student_8616,III,Female,English,66.0,82.5
8617,Student_8617,I,Other,English,71.8,91.3
8628,Student_8628,III,Other,English,100.0,96.2
8637,Student_8637,III,Other,English,85.9,81.1
8638,Student_8638,I,Male,English,89.6,80.5
8639,Student_8639,II,Other,English,85.6,80.2
8647,Student_8647,I,Female,English,62.0,76.2
8650,Student_8650,I,Other,English,100.0,100.0
8652,Student_8652,III,Male,English,86.2,83.1
8654,Student_8654,II,Female,English,100.0,100.0
8657,Student_8657,II,Other,English,81.3,86.8
8659,Student_8659,I,Female,English,96.6,86.1
8667,Student_8667,III,Male,English,73.3,83.2
8668,Student_8668,I,Female,English,82.4,98.5
8669,Student_8669,II,Female,English,88.9,77.1
8672,Student_8672,II,Other,English,93.2,81.9
8674,Student_8674,I,Female,English,100.0,94.5
8675,Student_8675,II,Other,English,74.4,84.6
8682,Student_8682,III,Other,English,76.3,81.5
8695,Student_8695,I,Female,English,83.1,83.0
8703,Student_8703,III,Male,English,53.7,77.1
8704,Student_8704,I,Male,English,66.2,94.0
8705,Student_8705,II,Male,English,91.7,87.6
8711,Student_8711,II,Female,English,59.2,76.9
8712,Student_8712,III,Male,English,68.7,80.2
8714,Student_8714,II,Male,English,81.9,85.6
8715,Student_8715,III,Female,English,92.2,97.9
8720,Student_8720,II,Female,English,78.0,91.0
8721,Student_8721,III,Female,English,89.8,88.6
8724,Student_8724,III,Other,English,82.1,78.3
8726,Student_8726,II,Other,English,82.4,82.8
8734,Student_8734,I,Female,English,84.9,81.9
8736,Student_8736,III,Other,English,97.8,90.6
8740,Student_8740,I,Male,English,85.0,93.0
8743,Student_8743,I,Male,English,96.2,84.1
8746,Student_8746,I,Other,English,91.6,88.2
8749,Student_8749,I,Female,English,77.2,86.9
8753,Student_8753,II,Other,English,65.3,76.4
8755,Student_8755,I,Male,English,94.0,76.0
8758,Student_8758,I,Male,English,94.4,88.1
8759,Student_8759,II,Other,English,92.1,78.6
8768,Student_8768,II,Other,English,73.2,80.5
8769,Student_8769,III,Other,English,74.2,84.2
8772,Student_8772,III,Female,English,97.1,100.0
8778,Student_8778,III,Other,English,95.0,86.2
8779,Student_8779,I,Male,English,80.1,97.6
8780,Student_8780,II,Male,English,100.0,98.3
8781,Student_8781,III,Male,English,79.4,78.8
8782,Student_8782,I,Female,English,92.8,88.2
8783,Student_8783,II,Male,English,79.0,92.0
8789,Student_8789,II,Other,English,90.1,100.0
8791,Student_8791,I,Other,English,68.1,76.2
8793,Student_8793,III,Female,English,99.5,92.9
8796,Student_8796,III,Male,English,89.5,78.5
8797,Student_8797,I,Other,English,98.6,91.6
8798,Student_8798,II,Female,English,89.4,80.6
8804,Student_8804,II,Female,English,76.5,85.2
8806,Student_8806,I,Female,English,100.0,76.7
8808,Student_8808,III,Male,English,94.3,86.1
8810,Student_8810,II,Male,English,86.4,87.0
8814,Student_8814,III,Female,English,90.0,87.8
8815,Student_8815,I,Other,English,100.0,100.0
8819,Student_8819,II,Male,English,73.3,82.3
8821,Student_8821,I,Male,English,69.2,87.0
8823,Student_8823,III,Male,English,100.0,90.5
8829,Student_8829,III,Female,English,100.0,100.0
8831,Student_8831,II,Other,English,86.1,95.0
8835,Student_8835,III,Female,English,85.4,91.7
8840,Student_8840,II,Female,English,79.7,97.5
8842,Student_8842,I,Other,English,81.8,77.7
8845,Student_8845,I,Other,English,100.0,100.0
8846,Student_8846,II,Other,English,85.7,96.6
8847,Student_8847,III,Other,English,95.7,82.6
8849,Student_8849,II,Other,English,99.8,92.0
8850,Student_8850,III,Male,English,98.2,83.3
8851,Student_8851,I,Other,English,100.0,78.7
8855,Student_8855,II,Female,English,77.5,82.7
8856,Student_8856,III,Other,English,88.6,79.5
8859,Student_8859,III,Male,English,88.6,94.0
8861,Student_8861,II,Female,English,88.2,81.3
8863,Student_8863,I,Male,English,83.9,95.7
8867,Student_8867,II,Female,English,65.8,80.3
8871,Student_8871,III,Female,English,100.0,96.2
8874,Student_8874,III,Other,English,80.0,75.5
8875,Student_8875,I,Other,English,78.9,80.7
8878,Student_8878,I,Female,English,76.2,83.0
8885,Student_8885,II,Female,English,100.0,100.0
8886,Student_8886,III,Male,English,100.0,99.6
8890,Student_8890,I,Male,English,78.6,83.2
8893,Student_8893,I,Female,English,91.8,90.0
8894,Student_8894,II,Male,English,86.7,94.2
8896,Student_8896,I,Female,English,99.2,82.1
8898,Student_8898,III,Female,English,99.8,100.0
8901,Student_8901,III,Other,English,97.8,92.0
8904,Student_8904,III,Female,English,86.9,83.2
8913,Student_8913,III,Female,English,82.7,90.7
8914,Student_8914,I,Other,English,91.4,100.0
8923,Student_8923,I,Female,English,95.7,96.6
8925,Student_8925,III,Male,English,71.5,77.1
8927,Student_8927,II,Other,English,100.0,84.1
8930,Student_8930,II,Male,English,79.1,78.4
8933,Student_8933,II,Other,English,70.8,81.8
8936,Student_8936,II,Male,English,89.3,79.5
8937,Student_8937,III,Other,English,76.3,81.3
8940,Student_8940,III,Male,English,90.9,89.8
8941,Student_8941,I,Other,English,70.9,87.8
8943,Student_8943,III,Other,English,67.5,76.6
8944,Student_8944,I,Male,English,89.2,80.0
8946,Student_8946,III,Other,English,89.2,78.8
8954,Student_8954,II,Male,English,64.0,76.5
8958,Student_8958,III,Male,English,70.7,79.9
8963,Student_8963,II,Male,English,76.4,90.6
8968,Student_8968,I,Male,English,73.7,78.5
8970,Student_8970,III,Male,English,73.1,75.3
8971,Student_8971,I,Female,English,85.4,78.0
8972,Student_8972,II,Male,English,84.3,78.3
8975,Student_8975,II,Female,English,81.5,78.8
8976,Student_8976,III,Male,English,92.7,84.7
8980,Student_8980,I,Other,English,82.3,79.7
8983,Student_8983,I,Other,English,79.7,77.5
8984,Student_8984,II,Male,English,100.0,88.5
8987,Student_8987,II,Other,English,100.0,92.0
8988,Student_8988,III,Female,English,75.3,76.0
8994,Student_8994,III,Male,English,91.6,86.5
8995,Student_8995,I,Other,English,60.8,81.1
8996,Student_8996,II,Female,English,82.7,81.4
8997,Student_8997,III,Female,English,75.2,87.6
9001,Student_9001,I,Other,English,62.6,77.1
9007,Student_9007,I,Male,English,80.1,82.0
9012,Student_9012,III,Male,English,72.9,83.7
9020,Student_9020,II,Female,English,78.0,80.6
9021,Student_9021,III,Other,English,94.4,94.4
9023,Student_9023,II,Male,English,81.4,82.2
9024,Student_9024,III,Male,English,89.2,87.5
9026,Student_9026,II,Other,English,90.7,76.9
9029,Student_9029,II,Female,English,92.5,92.2
9030,Student_9030,III,Female,English,85.7,86.4
9035,Student_9035,II,Male,English,100.0,100.0
9040,Student_9040,I,Male,English,84.9,80.5
9045,Student_9045,III,Female,English,79.2,88.8
9047,Student_9047,II,Other,English,94.2,97.1
9049,Student_9049,I,Female,English,100.0,85.0
9050,Student_9050,II,Female,English,84.3,87.8
9051,Student_9051,III,Female,English,86.8,86.7
9054,Student_9054,III,Other,English,100.0,93.0
9055,Student_9055,I,Male,English,70.1,84.1
9056,Student_9056,II,Female,English,63.1,84.2
9061,Student_9061,I,Female,English,85.5,83.5
9073,Student_9073,I,Female,English,76.6,75.3
9075,Student_9075,III,Male,English,77.1,83.1
9079,Student_9079,I,Other,English,92.9,81.4
9087,Student_9087,III,Male,English,79.1,76.5
9088,Student_9088,I,Male,English,95.5,82.8
9092,Student_9092,II,Other,English,67.6,78.6
9094,Student_9094,I,Female,English,93.9,88.1
9099,Student_9099,III,Female,English,94.8,100.0
9101,Student_9101,II,Female,English,82.4,89.7
9102,Student_9102,III,Female,English,68.7,82.8
9104,Student_9104,II,Male,English,67.6,83.1
9105,Student_9105,III,Male,English,99.4,91.7
9110,Student_9110,II,Other,English,87.9,85.4
9112,Student_9112,I,Female,English,71.0,88.0
9113,Student_9113,II,Male,English,86.0,84.4
9116,Student_9116,II,Other,English,76.3,79.6
9122,Student_9122,II,Male,English,72.0,90.9
9125,Student_9125,II,Male,English,100.0,94.1
9126,Student_9126,III,Other,English,60.0,75.9
9131,Student_9131,II,Male,English,69.6,79.5
9135,Student_9135,III,Other,English,100.0,94.7
9136,Student_9136,I,Other,English,79.6,82.6
9139,Student_9139,I,Other,English,80.0,82.8
9141,Student_9141,III,Other,English,92.7,87.4
9144,Student_9144,III,Male,English,92.8,92.6
9148,Student_9148,I,Male,English,100.0,84.7
9154,Student_9154,I,Female,English,81.5,84.4
9157,Student_9157,I,Male,English,56.3,77.9
9162,Student_9162,III,Other,English,90.9,75.4
9163,Student_9163,I,Male,English,88.6,92.2
9164,Student_9164,II,Other,English,93.2,91.6
9166,Student_9166,I,Male,English,89.3,82.0
9168,Student_9168,III,Other,English,80.8,79.7
9171,Student_9171,III,Male,English,71.2,86.5
9176,Student_9176,II,Male,English,82.9,84.7
9179,Student_9179,II,Other,English,100.0,85.3
9182,Student_9182,II,Female,English,100.0,95.7
9191,Student_9191,II,Male,English,80.6,79.4
9192,Student_9192,III,Female,English,74.6,92.7
9193,Student_9193,I,Female,English,78.8,75.2
9199,Student_9199,I,Female,English,94.2,96.1
9202,Student_9202,I,Male,English,74.5,81.5
9209,Student_9209,II,Male,English,87.4,100.0
9210,Student_9210,III,Female,English,89.1,85.9
9213,Student_9213,III,Male,English,91.4,99.5
9214,Student_9214,I,Other,English,96.2,92.8
9215,Student_9215,II,Male,English,78.2,77.4
9217,Student_9217,I,Male,English,80.8,75.8
9221,Student_9221,II,Other,English,86.3,88.8
9222,Student_9222,III,Female,English,96.6,95.3
9224,Student_9224,II,Female,English,81.9,78.7
9226,Student_9226,I,Other,English,81.7,80.9
9231,Student_9231,III,Other,English,93.9,98.2
9232,Student_9232,I,Male,English,91.3,87.0
9240,Student_9240,III,Female,English,75.7,80.9
9245,Student_9245,II,Male,English,96.8,88.9
9249,Student_9249,III,Female,English,100.0,93.4
9250,Student_9250,I,Other,English,82.4,75.3
9252,Student_9252,III,Other,English,100.0,91.5
9254,Student_9254,II,Male,English,76.6,89.9
9257,Student_9257,II,Other,English,90.7,89.9
9258,Student_9258,III,Male,English,60.2,82.9
9260,Student_9260,II,Other,English,65.6,86.9
9263,Student_9263,II,Male,English,99.2,87.9
9264,Student_9264,III,Male,English,97.6,93.3
9265,Student_9265,I,Female,English,87.8,83.2
9277,Student_9277,I,Male,English,93.7,81.9
9280,Student_9280,I,Other,English,90.9,82.4
9282,Student_9282,III,Female,English,87.9,75.4
9284,Student_9284,II,Female,English,84.7,76.6
9286,Student_9286,I,Other,English,70.6,85.1
9288,Student_9288,III,Male,English,96.7,92.0
9289,Student_9289,I,Other,English,92.4,100.0
9290,Student_9290,II,Female,English,93.4,85.5
9291,Student_9291,III,Female,English,84.0,81.3
9296,Student_9296,II,Other,English,81.0,78.6
9297,Student_9297,III,Other,English,75.1,78.1
9298,Student_9298,I,Male,English,90.9,96.7
9299,Student_9299,II,Male,English,77.6,90.4
9301,Student_9301,I,Female,English,81.6,87.9
9302,Student_9302,II,Male,English,91.6,87.0
9303,Student_9303,III,Female,English,85.6,85.0
9313,Student_9313,I,Male,English,80.7,91.3
9324,Student_9324,III,Female,English,100.0,99.7
9327,Student_9327,III,Other,English,100.0,91.5
9328,Student_9328,I,Other,English,100.0,95.0
9330,Student_9330,III,Male,English,85.4,100.0
9333,Student_9333,III,Male,English,100.0,84.0
9334,Student_9334,I,Female,English,78.1,84.5
9338,Student_9338,II,Male,English,80.3,75.1
9340,Student_9340,I,Female,English,100.0,95.2
9342,Student_9342,III,Female,English,96.1,93.6
9343,Student_9343,I,Other,English,58.0,75.8
9347,Student_9347,II,Male,English,92.3,77.4
9355,Student_9355,I,Male,English,82.8,79.9
9356,Student_9356,II,Other,English,93.0,84.7
9358,Student_9358,I,Male,English,81.9,83.6
9360,Student_9360,III,Female,English,77.7,91.3
9363,Student_9363,III,Male,English,71.6,80.6
9365,Student_9365,II,Female,English,74.2,88.1
9366,Student_9366,III,Other,English,79.0,86.6
9378,Student_9378,III,Male,English,71.3,85.3
9381,Student_9381,III,Female,English,81.2,87.5
9386,Student_9386,II,Male,English,65.7,84.7
9391,Student_9391,I,Male,English,81.2,78.2
9396,Student_9396,III,Male,English,99.9,98.7
9397,Student_9397,I,Female,English,79.1,86.1
9398,Student_9398,II,Female,English,100.0,87.5
9399,Student_9399,III,Female,English,95.3,97.3
9401,Student_9401,II,Female,English,71.4,79.0
9402,Student_9402,III,Other,English,88.7,91.4
9404,Student_9404,II,Other,English,83.8,75.8
9414,Student_9414,III,Female,English,75.3,85.6
9415,Student_9415,I,Male,English,83.7,79.4
9417,Student_9417,III,Female,English,90.6,99.9
9418,Student_9418,I,Male,English,88.5,90.9
9420,Student_9420,III,Male,English,90.9,97.4
9423,Student_9423,III,Female,English,71.6,83.7
9424,Student_9424,I,Male,English,86.2,89.3
9434,Student_9434,II,Female,English,79.8,76.5
9448,Student_9448,I,Other,English,75.9,87.7
9451,Student_9451,I,Female,English,97.1,92.0
9453,Student_9453,III,Female,English,100.0,93.9
9456,Student_9456,III,Female,English,89.5,80.3
9457,Student_9457,I,Female,English,54.2,75.4
9464,Student_9464,II,Other,English,100.0,100.0
9466,Student_9466,I,Male,English,90.7,95.7
9477,Student_9477,III,Other,English,65.8,76.7
9478,Student_9478,I,Other,English,81.9,85.5
9481,Student_9481,I,Female,English,90.2,94.8
9482,Student_9482,II,Other,English,100.0,97.0
9483,Student_9483,III,Female,English,82.9,88.2
9484,Student_9484,I,Male,English,67.9,78.9
9489,Student_9489,III,Male,English,61.1,77.5
9492,Student_9492,III,Female,English,71.0,93.2
9495,Student_9495,III,Female,English,100.0,82.8
9501,Student_9501,III,Female,English,88.4,80.2
9503,Student_9503,II,Other,English,75.4,77.0
9505,Student_9505,I,Other,English,100.0,89.3
9507,Student_9507,III,Other,English,85.4,89.5
9509,Student_9509,II,Male,English,67.2,75.8
