Adm_No,Name,Class,Gender,Subject,Marks,Percentage,Term
5206,Student_5206,I,Other,English,24.2,33.6,Final
5207,Student_5207,II,Other,English,66.0,50.9,Mid
5208,Student_5208,III,Other,English,57.8,31.0,Final
5209,Student_5209,I,Other,English,82.9,72.1,Mid
5210,Student_5210,II,Female,English,52.2,61.3,Final
5211,Student_5211,III,Male,English,78.2,72.5,Mid
5212,Student_5212,I,Male,English,86.2,79.9,Final
5213,Student_5213,II,Other,English,43.5,50.7,Mid
5214,Student_5214,III,Male,English,44.3,50.5,Final
5215,Student_5215,I,Male,English,44.3,52.5,Mid
5216,Student_5216,II,Other,English,34.2,38.2,Final
5217,Student_5217,III,Female,English,88.1,100.0,Mid
5218,Student_5218,I,Other,English,42.3,47.6,Final
5219,Student_5219,II,Male,English,48.9,42.3,Mid
5220,Student_5220,III,Female,English,39.9,48.2,Final
5221,Student_5221,I,Female,English,76.3,66.9,Mid
5222,Student_5222,II,Female,English,58.2,68.8,Final
5223,Student_5223,III,Female,English,100.0,100.0,Mid
5224,Student_5224,I,Male,English,58.5,53.0,Final
5225,Student_5225,II,Other,English,26.9,27.1,Mid
5226,Student_5226,III,Male,English,61.8,64.9,Final
5227,Student_5227,I,Female,English,51.0,50.2,Mid
5228,Student_5228,II,Other,English,74.4,66.4,Final
5229,Student_5229,III,Female,English,90.3,100.0,Mid
5230,Student_5230,I,Male,English,69.1,68.9,Final
5231,Student_5231,II,Male,English,52.2,56.6,Mid
5232,Student_5232,III,Female,English,87.8,86.9,Final
5233,Student_5233,I,Female,English,58.1,61.4,Mid
5234,Student_5234,II,Other,English,40.3,32.0,Final
5235,Student_5235,III,Male,English,27.0,41.1,Mid
5236,Student_5236,I,Female,English,22.9,25.3,Final
5237,Student_5237,II,Male,English,73.9,73.5,Mid
5238,Student_5238,III,Female,English,80.1,89.2,Final
5239,Student_5239,I,Female,English,65.6,81.3,Mid
5240,Student_5240,II,Male,English,80.5,71.5,Final
5241,Student_5241,III,Male,English,86.4,90.4,Mid
5242,Student_5242,I,Male,English,65.6,74.5,Final
5243,Student_5243,II,Female,English,62.4,61.1,Mid
5244,Student_5244,III,Male,English,37.8,44.0,Final
5245,Student_5245,I,Male,English,57.9,64.7,Mid
5246,Student_5246,II,Male,English,53.3,55.1,Final
5247,Student_5247,III,Male,English,39.8,43.6,Mid
5248,Student_5248,I,Male,English,100.0,90.1,Final
5249,Student_5249,II,Female,English,39.3,35.7,Mid
5250,Student_5250,III,Male,English,63.2,71.7,Final
5251,Student_5251,I,Male,English,60.9,47.9,Mid
5252,Student_5252,II,Male,English,63.1,65.9,Final
5253,Student_5253,III,Male,English,82.0,65.7,Mid
5254,Student_5254,I,Male,English,34.5,44.0,Final
5255,Student_5255,II,Male,English,34.6,40.5,Mid
5256,Student_5256,III,Other,English,67.7,83.0,Final
5257,Student_5257,I,Other,English,67.7,73.6,Mid
5258,Student_5258,II,Male,English,91.0,55.4,Final
5259,Student_5259,III,Male,English,53.9,56.3,Mid
5260,Student_5260,I,Female,English,53.6,48.1,Final
5261,Student_5261,II,Other,English,37.5,44.1,Mid
5262,Student_5262,III,Other,English,87.1,88.8,Final
5263,Student_5263,I,Other,English,42.7,41.7,Mid
5264,Student_5264,II,Male,English,66.6,58.1,Final
5265,Student_5265,III,Female,English,59.1,62.2,Mid
5266,Student_5266,I,Female,English,98.5,88.1,Final
5267,Student_5267,II,Female,English,33.0,40.4,Mid
5268,Student_5268,III,Other,English,79.6,80.9,Final
5269,Student_5269,I,Male,English,72.7,76.4,Mid
5270,Student_5270,II,Female,English,55.2,51.4,Final
5271,Student_5271,III,Male,English,43.6,40.5,Mid
5272,Student_5272,I,Male,English,100.0,86.9,Final
5273,Student_5273,II,Male,English,71.0,61.4,Mid
5274,Student_5274,III,Other,English,50.5,49.9,Final
5275,Student_5275,I,Female,English,72.0,77.0,Mid
5276,Student_5276,II,Other,English,42.1,45.1,Final
5277,Student_5277,III,Other,English,34.3,40.3,Mid
5278,Student_5278,I,Female,English,37.1,37.9,Final
5279,Student_5279,II,Other,English,50.5,37.5,Mid
5280,Student_5280,III,Male,English,84.0,72.9,Final
5281,Student_5281,I,Other,English,79.0,64.4,Mid
5282,Student_5282,II,Male,English,10.7,21.0,Final
5283,Student_5283,III,Female,English,80.3,71.0,Mid
5284,Student_5284,I,Other,English,66.5,75.0,Final
5285,Student_5285,II,Other,English,61.7,57.6,Mid
5286,Student_5286,III,Male,English,46.3,49.1,Final
5287,Student_5287,I,Other,English,32.4,27.5,Mid
5288,Student_5288,II,Male,English,100.0,93.6,Final
5289,Student_5289,III,Other,English,37.6,39.8,Mid
5290,Student_5290,I,Female,English,55.1,61.8,Final
5291,Student_5291,II,Male,English,71.9,77.7,Mid
5292,Student_5292,III,Other,English,84.5,72.6,Final
5293,Student_5293,I,Other,English,100.0,100.0,Mid
5294,Student_5294,II,Male,English,52.8,62.3,Final
5295,Student_5295,III,Male,English,85.9,82.0,Mid
5296,Student_5296,I,Male,English,55.7,47.8,Final
5297,Student_5297,II,Female,English,100.0,79.7,Mid
5298,Student_5298,III,Female,English,50.8,61.8,Final
5299,Student_5299,I,Other,English,88.7,87.6,Mid
5300,Student_5300,II,Other,English,70.0,77.0,Final
5301,Student_5301,III,Male,English,87.7,75.2,Mid
5302,Student_5302,I,Female,English,58.0,63.9,Final
5303,Student_5303,II,Other,English,35.4,40.9,Mid
5304,Student_5304,III,Other,English,66.9,63.2,Final
5305,Student_5305,I,Male,English,24.4,28.8,Mid
5306,Student_5306,II,Male,English,91.8,78.3,Final
5307,Student_5307,III,Male,English,52.3,31.8,Mid
5308,Student_5308,I,Female,English,34.5,45.8,Final
5309,Student_5309,II,Female,English,53.4,45.4,Mid
5310,Student_5310,III,Female,English,98.9,87.5,Final
5311,Student_5311,I,Male,English,63.8,69.3,Mid
5312,Student_5312,II,Female,English,57.4,50.4,Final
5313,Student_5313,III,Male,English,59.3,47.0,Mid
5314,Student_5314,I,Female,English,48.4,55.6,Final
5315,Student_5315,II,Male,English,67.5,74.6,Mid
5316,Student_5316,III,Other,English,44.6,46.9,Final
5317,Student_5317,I,Female,English,87.6,87.7,Mid
5318,Student_5318,II,Male,English,73.6,78.6,Final
5319,Student_5319,III,Other,English,100.0,98.3,Mid
5320,Student_5320,I,Other,English,50.1,47.9,Final
5321,Student_5321,II,Male,English,45.7,51.1,Mid
5322,Student_5322,III,Male,English,99.9,93.5,Final
5323,Student_5323,I,Male,English,83.2,88.8,Mid
5324,Student_5324,II,Female,English,56.0,64.0,Final
5325,Student_5325,III,Female,English,40.6,37.1,Mid
5326,Student_5326,I,Female,English,49.8,64.7,Final
5327,Student_5327,II,Female,English,62.1,64.1,Mid
5328,Student_5328,III,Female,English,38.9,49.3,Final
5329,Student_5329,I,Male,English,41.4,36.8,Mid
5330,Student_5330,II,Male,English,57.5,59.3,Final
5331,Student_5331,III,Other,English,33.8,35.5,Mid
5332,Student_5332,I,Other,English,79.3,93.3,Final
5333,Student_5333,II,Other,English,40.9,29.7,Mid
5334,Student_5334,III,Other,English,80.8,83.7,Final
5335,Student_5335,I,Female,English,65.2,68.2,Mid
5336,Student_5336,II,Other,English,75.5,92.6,Final
5337,Student_5337,III,Other,English,81.0,68.5,Mid
5338,Student_5338,I,Other,English,49.0,52.0,Final
5339,Student_5339,II,Male,English,48.3,51.5,Mid
5340,Student_5340,III,Male,English,48.0,32.4,Final
5341,Student_5341,I,Female,English,71.1,79.5,Mid
5342,Student_5342,II,Female,English,51.7,51.1,Final
5343,Student_5343,III,Other,English,93.9,84.4,Mid
5344,Student_5344,I,Male,English,81.6,80.1,Final
5345,Student_5345,II,Other,English,68.4,68.6,Mid
5346,Student_5346,III,Other,English,86.8,82.5,Final
5347,Student_5347,I,Other,English,77.7,73.5,Mid
5348,Student_5348,II,Male,English,84.3,86.3,Final
5349,Student_5349,III,Male,English,33.2,27.4,Mid
5350,Student_5350,I,Male,English,63.4,53.4,Final
5351,Student_5351,II,Other,English,59.4,61.8,Mid
5352,Student_5352,III,Other,English,52.5,45.1,Final
5353,Student_5353,I,Female,English,82.7,60.9,Mid
5354,Student_5354,II,Male,English,88.2,79.7,Final
5355,Student_5355,III,Female,English,68.0,68.5,Mid
5356,Student_5356,I,Other,English,48.0,57.5,Final
5357,Student_5357,II,Female,English,31.3,36.0,Mid
5358,Student_5358,III,Male,English,67.7,75.6,Final
5359,Student_5359,I,Female,English,41.2,44.9,Mid
5360,Student_5360,II,Female,English,58.0,44.9,Final
5361,Student_5361,III,Female,English,63.5,51.0,Mid
5362,Student_5362,I,Other,English,76.7,57.7,Final
5363,Student_5363,II,Male,English,35.7,43.2,Mid
5364,Student_5364,III,Female,English,53.9,55.6,Final
5365,Student_5365,I,Other,English,54.9,72.0,Mid
5366,Student_5366,II,Male,English,43.8,33.8,Final
5367,Student_5367,III,Male,English,87.1,68.8,Mid
5368,Student_5368,I,Male,English,63.4,73.5,Final
5369,Student_5369,II,Female,English,78.6,57.7,Mid
5370,Student_5370,III,Male,English,100.0,99.7,Final
5371,Student_5371,I,Other,English,58.5,50.0,Mid
5372,Student_5372,II,Male,English,38.1,49.4,Final
5373,Student_5373,III,Other,English,74.9,68.3,Mid
5374,Student_5374,I,Female,English,93.2,80.7,Final
5375,Student_5375,II,Other,English,33.4,40.2,Mid
5376,Student_5376,III,Female,English,71.3,66.7,Final
5377,Student_5377,I,Female,English,92.6,89.4,Mid
5378,Student_5378,II,Male,English,65.0,64.2,Final
5379,Student_5379,III,Female,English,66.4,52.0,Mid
5380,Student_5380,I,Male,English,39.2,38.8,Final
5381,Student_5381,II,Male,English,71.1,62.8,Mid
5382,Student_5382,III,Other,English,46.1,34.7,Final
5383,Student_5383,I,Other,English,81.7,99.6,Mid
5384,Student_5384,II,Male,English,99.7,100.0,Final
5385,Student_5385,III,Female,English,94.8,100.0,Mid
5386,Student_5386,I,Male,English,69.1,72.8,Final
5387,Student_5387,II,Male,English,42.1,48.9,Mid
5388,Student_5388,III,Female,English,47.9,52.5,Final
5389,Student_5389,I,Other,English,25.1,43.2,Mid
5390,Student_5390,II,Male,English,58.2,64.3,Final
5391,Student_5391,III,Female,English,28.6,40.0,Mid
5392,Student_5392,I,Other,English,35.0,42.7,Final
5393,Student_5393,II,Female,English,95.2,88.1,Mid
5394,Student_5394,III,Male,English,97.7,84.5,Final
5395,Student_5395,I,Female,English,99.1,94.5,Mid
5396,Student_5396,II,Other,English,66.3,61.3,Final
5397,Student_5397,III,Other,English,68.0,76.0,Mid
5398,Student_5398,I,Female,English,55.6,63.3,Final
5399,Student_5399,II,Male,English,49.1,49.4,Mid
5400,Student_5400,III,Other,English,56.9,57.3,Final
5401,Student_5401,I,Other,English,87.7,81.5,Mid
5402,Student_5402,II,Female,English,52.6,48.1,Final
5403,Student_5403,III,Other,English,86.9,82.6,Mid
5404,Student_5404,I,Other,English,85.2,66.6,Final
5405,Student_5405,II,Male,English,100.0,100.0,Mid
5406,Student_5406,III,Female,English,31.7,25.1,Final
5407,Student_5407,I,Female,English,100.0,85.0,Mid
5408,Student_5408,II,Female,English,92.4,89.4,Final
5409,Student_5409,III,Female,English,75.9,77.2,Mid
5410,Student_5410,I,Other,English,78.0,89.6,Final
5411,Student_5411,II,Male,English,79.1,91.3,Mid
5412,Student_5412,III,Female,English,41.4,33.4,Final
5413,Student_5413,I,Male,English,83.5,81.1,Mid
5414,Student_5414,II,Female,English,78.1,70.1,Final
5415,Student_5415,III,Female,English,33.4,35.1,Mid
5416,Student_5416,I,Male,English,50.9,57.5,Final
5417,Student_5417,II,Other,English,28.6,39.1,Mid
5418,Student_5418,III,Male,English,53.8,51.6,Final
5419,Student_5419,I,Male,English,95.0,100.0,Mid
5420,Student_5420,II,Female,English,73.2,78.6,Final
5421,Student_5421,III,Other,English,81.8,61.8,Mid
5422,Student_5422,I,Male,English,70.3,57.9,Final
5423,Student_5423,II,Female,English,66.2,71.2,Mid
5424,Student_5424,III,Female,English,44.2,33.8,Final
5425,Student_5425,I,Other,English,45.7,50.2,Mid
5426,Student_5426,II,Male,English,92.0,84.2,Final
5427,Student_5427,III,Male,English,60.9,53.0,Mid
5428,Student_5428,I,Female,English,43.2,65.8,Final
5429,Student_5429,II,Male,English,25.4,26.9,Mid
5430,Student_5430,III,Other,English,100.0,100.0,Final
5431,Student_5431,I,Male,English,50.1,55.7,Mid
5432,Student_5432,II,Female,English,49.4,53.7,Final
5433,Student_5433,III,Male,English,37.9,40.0,Mid
5434,Student_5434,I,Other,English,54.6,56.6,Final
5435,Student_5435,II,Female,English,60.0,70.1,Mid
5436,Student_5436,III,Male,English,69.3,71.1,Final
5437,Student_5437,I,Male,English,58.7,68.7,Mid
5438,Student_5438,II,Male,English,34.2,31.4,Final
5439,Student_5439,III,Male,English,84.1,97.2,Mid
5440,Student_5440,I,Other,English,57.4,70.0,Final
5441,Student_5441,II,Female,English,95.5,79.3,Mid
5442,Student_5442,III,Other,English,60.3,47.4,Final
5443,Student_5443,I,Male,English,100.0,91.9,Mid
5444,Student_5444,II,Other,English,70.3,65.4,Final
5445,Student_5445,III,Female,English,73.2,65.5,Mid
5446,Student_5446,I,Female,English,56.8,31.2,Final
5447,Student_5447,II,Other,English,38.7,57.6,Mid
5448,Student_5448,III,Other,English,81.1,76.5,Final
5449,Student_5449,I,Other,English,72.3,57.7,Mid
5450,Student_5450,II,Other,English,74.8,85.9,Final
5451,Student_5451,III,Female,English,70.6,74.7,Mid
5452,Student_5452,I,Other,English,70.1,79.5,Final
5453,Student_5453,II,Other,English,52.9,64.2,Mid
5454,Student_5454,III,Other,English,69.7,86.8,Final
5455,Student_5455,I,Female,English,50.4,47.1,Mid
5456,Student_5456,II,Male,English,92.1,81.6,Final
5457,Student_5457,III,Female,English,58.2,54.3,Mid
5458,Student_5458,I,Male,English,44.0,46.9,Final
5459,Student_5459,II,Male,English,58.1,58.1,Mid
5460,Student_5460,III,Female,English,96.6,97.8,Final
5461,Student_5461,I,Female,English,91.9,77.3,Mid
5462,Student_5462,II,Female,English,36.5,41.0,Final
5463,Student_5463,III,Other,English,43.1,35.4,Mid
5464,Student_5464,I,Other,English,100.0,82.7,Final
5465,Student_5465,II,Female,English,55.5,53.6,Mid
5466,Student_5466,III,Female,English,27.4,43.4,Final
5467,Student_5467,I,Other,English,100.0,86.5,Mid
5468,Student_5468,II,Male,English,33.1,44.3,Final
5469,Student_5469,III,Other,English,46.8,35.7,Mid
5470,Student_5470,I,Other,English,60.4,51.8,Final
5471,Student_5471,II,Other,English,69.2,72.9,Mid
5472,Student_5472,III,Male,English,62.8,72.6,Final
5473,Student_5473,I,Female,English,49.7,34.3,Mid
5474,Student_5474,II,Other,English,62.0,64.3,Final
5475,Student_5475,III,Male,English,38.3,51.6,Mid
5476,Student_5476,I,Male,English,71.9,62.4,Final
5477,Student_5477,II,Female,English,50.4,45.4,Mid
5478,Student_5478,III,Female,English,39.2,56.7,Final
5479,Student_5479,I,Other,English,85.1,76.1,Mid
5480,Student_5480,II,Female,English,47.8,45.0,Final
5481,Student_5481,III,Other,English,100.0,92.1,Mid
5482,Student_5482,I,Male,English,100.0,100.0,Final
5483,Student_5483,II,Female,English,42.5,52.4,Mid
5484,Student_5484,III,Male,English,69.6,67.0,Final
5485,Student_5485,I,Male,English,67.4,67.8,Mid
5486,Student_5486,II,Male,English,43.1,35.2,Final
5487,Student_5487,III,Other,English,51.0,57.0,Mid
5488,Student_5488,I,Female,English,100.0,100.0,Final
5489,Student_5489,II,Male,English,57.7,43.6,Mid
5490,Student_5490,III,Male,English,86.3,66.8,Final
5491,Student_5491,I,Female,English,74.7,69.6,Mid
5492,Student_5492,II,Other,English,39.2,51.0,Final
5493,Student_5493,III,Other,English,89.3,78.1,Mid
5494,Student_5494,I,Male,English,66.2,82.5,Final
5495,Student_5495,II,Other,English,18.2,37.9,Mid
5496,Student_5496,III,Female,English,51.7,59.2,Final
5497,Student_5497,I,Other,English,30.5,40.1,Mid
5498,Student_5498,II,Male,English,79.3,76.9,Final
5499,Student_5499,III,Female,English,92.9,82.4,Mid
5500,Student_5500,I,Other,English,82.4,77.6,Final
5501,Student_5501,II,Male,English,61.8,79.8,Mid
5502,Student_5502,III,Other,English,82.8,97.5,Final
5503,Student_5503,I,Male,English,53.2,54.9,Mid
5504,Student_5504,II,Other,English,96.9,97.3,Final
5505,Student_5505,III,Other,English,65.8,57.3,Mid
5506,Student_5506,I,Other,English,48.7,40.7,Final
5507,Student_5507,II,Other,English,60.6,55.4,Mid
5508,Student_5508,III,Male,English,48.2,57.6,Final
5509,Student_5509,I,Female,English,57.4,85.6,Mid
5510,Student_5510,II,Other,English,64.0,76.4,Final
5511,Student_5511,III,Male,English,85.9,73.0,Mid
5512,Student_5512,I,Male,English,78.7,52.7,Final
5513,Student_5513,II,Male,English,37.2,55.4,Mid
5514,Student_5514,III,Other,English,73.6,87.7,Final
5515,Student_5515,I,Male,English,90.4,74.5,Mid
5516,Student_5516,II,Female,English,66.7,66.0,Final
5517,Student_5517,III,Female,English,56.6,47.6,Mid
5518,Student_5518,I,Female,English,16.7,29.1,Final
5519,Student_5519,II,Other,English,91.1,91.7,Mid
5520,Student_5520,III,Other,English,33.0,14.5,Final
5521,Student_5521,I,Female,English,60.1,61.7,Mid
5522,Student_5522,II,Other,English,76.0,76.5,Final
5523,Student_5523,III,Male,English,85.5,77.7,Mid
5524,Student_5524,I,Other,English,55.6,39.9,Final
5525,Student_5525,II,Male,English,83.6,78.1,Mid
5526,Student_5526,III,Male,English,43.1,38.6,Final
5527,Student_5527,I,Male,English,78.6,85.4,Mid
5528,Student_5528,II,Male,English,51.4,43.6,Final
5529,Student_5529,III,Other,English,100.0,95.4,Mid
5530,Student_5530,I,Male,English,68.9,60.7,Final
5531,Student_5531,II,Other,English,100.0,94.3,Mid
5532,Student_5532,III,Female,English,81.7,70.8,Final
5533,Student_5533,I,Male,English,100.0,95.9,Mid
5534,Student_5534,II,Female,English,48.7,55.5,Final
5535,Student_5535,III,Male,English,64.9,56.4,Mid
5536,Student_5536,I,Male,English,59.7,48.1,Final
5537,Student_5537,II,Female,English,74.7,71.1,Mid
5538,Student_5538,III,Other,English,62.2,65.6,Final
5539,Student_5539,I,Female,English,85.7,80.9,Mid
5540,Student_5540,II,Male,English,77.7,83.3,Final
5541,Student_5541,III,Other,English,68.9,76.6,Mid
5542,Student_5542,I,Other,English,60.5,59.1,Final
5543,Student_5543,II,Male,English,73.9,72.7,Mid
5544,Student_5544,III,Other,English,68.4,76.2,Final
5545,Student_5545,I,Other,English,78.0,71.5,Mid
5546,Student_5546,II,Female,English,72.4,68.1,Final
5547,Student_5547,III,Male,English,84.6,94.2,Mid
5548,Student_5548,I,Female,English,88.7,82.4,Final
5549,Student_5549,II,Female,English,64.9,68.9,Mid
5550,Student_5550,III,Male,English,51.0,38.9,Final
5551,Student_5551,I,Male,English,57.4,67.8,Mid
5552,Student_5552,II,Male,English,83.4,83.8,Final
5553,Student_5553,III,Male,English,87.6,86.5,Mid
5554,Student_5554,I,Other,English,35.4,34.3,Final
5555,Student_5555,II,Male,English,96.2,76.9,Mid
5556,Student_5556,III,Female,English,50.8,41.5,Final
5557,Student_5557,I,Female,English,89.5,86.0,Mid
5558,Student_5558,II,Male,English,89.6,88.5,Final
5559,Student_5559,III,Other,English,68.4,58.1,Mid
5560,Student_5560,I,Other,English,75.0,87.7,Final
5561,Student_5561,II,Female,English,74.1,64.7,Mid
5562,Student_5562,III,Other,English,53.3,57.1,Final
5563,Student_5563,I,Male,English,68.8,79.7,Mid
5564,Student_5564,II,Other,English,39.9,37.8,Final
5565,Student_5565,III,Other,English,45.5,48.7,Mid
5566,Student_5566,I,Female,English,57.8,48.5,Final
5567,Student_5567,II,Other,English,63.6,65.5,Mid
5568,Student_5568,III,Other,English,82.7,73.2,Final
5569,Student_5569,I,Female,English,90.5,84.4,Mid
5570,Student_5570,II,Male,English,78.6,83.0,Final
5571,Student_5571,III,Male,English,65.9,73.1,Mid
5572,Student_5572,I,Male,English,65.1,57.1,Final
5573,Student_5573,II,Male,English,100.0,97.0,Mid
5574,Student_5574,III,Other,English,43.6,46.4,Final
5575,Student_5575,I,Male,English,84.9,76.3,Mid
5576,Student_5576,II,Other,English,29.1,35.4,Final
5577,Student_5577,III,Male,English,,43.6,Mid
5578,Student_5578,I,Female,English,50.0,57.8,Final
5579,Student_5579,II,Female,English,40.8,43.3,Mid
5580,Student_5580,III,Male,English,98.0,93.8,Final
5581,Student_5581,I,Male,English,48.9,61.9,Mid
5582,Student_5582,II,Male,English,90.9,84.7,Final
5583,Student_5583,III,Male,English,70.1,64.5,Mid
5584,Student_5584,I,Other,English,96.6,85.7,Final
5585,Student_5585,II,Female,English,60.0,47.0,Mid
5586,Student_5586,III,Other,English,93.5,86.0,Final
5587,Student_5587,I,Other,English,59.4,51.4,Mid
5588,Student_5588,II,Female,English,60.5,72.2,Final
5589,Student_5589,III,Other,English,100.0,95.2,Mid
5590,Student_5590,I,Male,English,100.0,87.3,Final
5591,Student_5591,II,Female,English,87.1,74.1,Mid
5592,Student_5592,III,Female,English,40.1,34.7,Final
5593,Student_5593,I,Female,English,61.0,49.1,Mid
5594,Student_5594,II,Other,English,47.4,27.0,Final
5595,Student_5595,III,Other,English,52.5,55.8,Mid
5596,Student_5596,I,Female,English,60.5,48.5,Final
5597,Student_5597,II,Male,English,88.3,78.8,Mid
5598,Student_5598,III,Female,English,80.4,87.9,Final
5599,Student_5599,I,Other,English,85.6,80.1,Mid
5600,Student_5600,II,Other,English,77.9,70.5,Final
5601,Student_5601,III,Other,English,70.3,75.4,Mid
5602,Student_5602,I,Male,English,20.5,29.6,Final
5603,Student_5603,II,Male,English,92.0,84.6,Mid
5604,Student_5604,III,Female,English,64.7,63.1,Final
5605,Student_5605,I,Female,English,57.6,61.8,Mid
5606,Student_5606,II,Female,English,69.9,84.5,Final
5607,Student_5607,III,Other,English,46.0,43.7,Mid
5608,Student_5608,I,Female,English,49.3,52.9,Final
5609,Student_5609,II,Female,English,22.4,34.0,Mid
5610,Student_5610,III,Other,English,88.9,83.3,Final
5611,Student_5611,I,Female,English,65.6,60.8,Mid
5612,Student_5612,II,Female,English,49.6,58.7,Final
5613,Student_5613,III,Male,English,57.1,66.3,Mid
5614,Student_5614,I,Female,English,75.8,85.2,Final
5615,Student_5615,II,Female,English,75.6,71.0,Mid
5616,Student_5616,III,Male,English,60.4,52.1,Final
5617,Student_5617,I,Male,English,66.6,87.7,Mid
5618,Student_5618,II,Other,English,24.2,28.0,Final
5619,Student_5619,III,Male,English,35.9,36.5,Mid
5620,Student_5620,I,Male,English,90.1,55.4,Final
5621,Student_5621,II,Male,English,67.4,67.2,Mid
5622,Student_5622,III,Male,English,94.4,100.0,Final
5623,Student_5623,I,Female,English,100.0,100.0,Mid
5624,Student_5624,II,Female,English,67.5,79.6,Final
5625,Student_5625,III,Female,English,39.3,54.0,Mid
5626,Student_5626,I,Female,English,86.9,79.7,Final
5627,Student_5627,II,Female,English,59.9,54.8,Mid
5628,Student_5628,III,Other,English,15.9,24.4,Final
5629,Student_5629,I,Male,English,84.9,79.2,Mid
5630,Student_5630,II,Other,English,82.1,84.8,Final
5631,Student_5631,III,Male,English,81.5,90.9,Mid
5632,Student_5632,I,Other,English,100.0,93.1,Final
5633,Student_5633,II,Female,English,38.4,44.5,Mid
5634,Student_5634,III,Female,English,85.7,83.1,Final
5635,Student_5635,I,Male,English,94.1,78.9,Mid
5636,Student_5636,II,Female,English,85.5,76.3,Final
5637,Student_5637,III,Female,English,26.0,32.8,Mid
5638,Student_5638,I,Other,English,72.3,57.9,Final
5639,Student_5639,II,Male,English,19.6,22.3,Mid
5640,Student_5640,III,Female,English,9.2,17.7,Final
5641,Student_5641,I,Other,English,82.5,82.1,Mid
5642,Student_5642,II,Other,English,91.9,100.0,Final
5643,Student_5643,III,Other,English,90.0,99.5,Mid
5644,Student_5644,I,Female,English,46.6,54.6,Final
5645,Student_5645,II,Other,English,87.5,61.6,Mid
5646,Student_5646,III,Male,English,70.5,62.7,Final
5647,Student_5647,I,Other,English,41.3,57.6,Mid
5648,Student_5648,II,Female,English,60.7,51.7,Final
5649,Student_5649,III,Female,English,94.9,84.7,Mid
5650,Student_5650,I,Male,English,86.6,96.4,Final
5651,Student_5651,II,Female,English,96.3,100.0,Mid
5652,Student_5652,III,Male,English,7.4,28.3,Final
5653,Student_5653,I,Other,English,57.2,60.7,Mid
5654,Student_5654,II,Male,English,42.6,61.1,Final
5655,Student_5655,III,Female,English,84.4,82.4,Mid
5656,Student_5656,I,Male,English,100.0,86.7,Final
5657,Student_5657,II,Female,English,61.7,52.6,Mid
5658,Student_5658,III,Female,English,33.2,27.9,Final
5659,Student_5659,I,Male,English,87.6,83.8,Mid
5660,Student_5660,II,Other,English,65.4,48.2,Final
5661,Student_5661,III,Other,English,76.4,65.1,Mid
5662,Student_5662,I,Female,English,72.8,90.9,Final
5663,Student_5663,II,Male,English,69.2,69.8,Mid
5664,Student_5664,III,Other,English,60.6,71.1,Final
5665,Student_5665,I,Other,English,69.6,57.6,Mid
5666,Student_5666,II,Female,English,84.6,78.6,Final
5667,Student_5667,III,Female,English,67.0,74.9,Mid
5668,Student_5668,I,Male,English,73.0,58.0,Final
5669,Student_5669,II,Female,English,65.5,59.5,Mid
5670,Student_5670,III,Male,English,62.0,34.6,Final
5671,Student_5671,I,Female,English,60.4,67.5,Mid
5672,Student_5672,II,Other,English,44.3,46.1,Final
5673,Student_5673,III,Female,English,63.9,77.3,Mid
5674,Student_5674,I,Female,English,32.0,36.9,Final
5675,Student_5675,II,Other,English,93.8,100.0,Mid
5676,Student_5676,III,Other,English,59.3,55.2,Final
5677,Student_5677,I,Male,English,,64.8,Mid
5678,Student_5678,II,Male,English,64.3,67.4,Final
5679,Student_5679,III,Male,English,67.5,72.4,Mid
5680,Student_5680,I,Other,English,51.8,54.0,Final
5681,Student_5681,II,Female,English,46.3,40.3,Mid
5682,Student_5682,III,Other,English,29.7,51.8,Final
5683,Student_5683,I,Female,English,62.1,55.8,Mid
5684,Student_5684,II,Other,English,46.8,46.4,Final
5685,Student_5685,III,Other,English,57.8,63.2,Mid
5686,Student_5686,I,Male,English,55.9,56.4,Final
5687,Student_5687,II,Other,English,41.3,37.1,Mid
5688,Student_5688,III,Other,English,84.0,74.1,Final
5689,Student_5689,I,Male,English,34.9,37.5,Mid
5690,Student_5690,II,Female,English,100.0,100.0,Final
5691,Student_5691,III,Other,English,77.2,60.4,Mid
5692,Student_5692,I,Other,English,57.0,55.7,Final
5693,Student_5693,II,Female,English,70.3,50.9,Mid
5694,Student_5694,III,Female,English,52.6,65.9,Final
5695,Student_5695,I,Male,English,41.8,51.8,Mid
5696,Student_5696,II,Female,English,100.0,100.0,Final
5697,Student_5697,III,Female,English,63.4,45.4,Mid
5698,Student_5698,I,Female,English,62.1,72.3,Final
5699,Student_5699,II,Male,English,80.2,71.2,Mid
5700,Student_5700,III,Other,English,80.8,65.5,Final
5701,Student_5701,I,Female,English,76.0,82.6,Mid
5702,Student_5702,II,Male,English,67.4,77.7,Final
5703,Student_5703,III,Female,English,57.3,55.3,Mid
5704,Student_5704,I,Female,English,13.9,21.5,Final
5705,Student_5705,II,Male,English,77.3,99.6,Mid
5706,Student_5706,III,Female,English,35.4,26.5,Final
5707,Student_5707,I,Other,English,84.4,84.2,Mid
5708,Student_5708,II,Other,English,47.3,52.5,Final
5709,Student_5709,III,Male,English,53.5,45.7,Mid
5710,Student_5710,I,Female,English,58.5,59.0,Final
5711,Student_5711,II,Female,English,100.0,100.0,Mid
5712,Student_5712,III,Other,English,53.9,48.1,Final
5713,Student_5713,I,Other,English,43.3,53.6,Mid
