Adm_No,Name,Gender,Class
2494,Student_2494,Other,I
6814,Student_6814,Other,II
633,Student_633,Male,III
10295,Student_10295,Other,I
11152,Student_11152,Other,II
3084,Student_3084,Male,III
12945,Student_12945,Male,I
13712,Student_13712,Other,II
10124,Student_10124,Female,III
3720,Student_3720,Male,I
7124,Student_7124,Female,II
10755,Student_10755,Male,III
1680,Student_1680,Other,I
237,Student_237,Male,II
7447,Student_7447,Other,III
4444,Student_4444,Other,I
6771,Student_6771,Other,II
12918,Student_12918,Other,III
9733,Student_9733,Female,I
6100,Student_6100,Female,II
12136,Student_12136,Male,III
13560,Student_13560,Female,I
8556,Student_8556,Female,II
2369,Student_2369,Female,III
286,Student_286,Male,I
149,Student_149,Male,II
13396,Student_13396,Male,III
4038,Student_4038,Male,I
6550,Student_6550,Male,II
7122,Student_7122,Female,III
12744,Student_12744,Female,I
9959,Student_9959,Female,II
4896,Student_4896,Male,III
5281,Student_5281,Other,I
1013,Student_1013,Female,II
11024,Student_11024,Female,III
10700,Student_10700,Female,I
9716,Student_9716,Male,II
2786,Student_2786,Other,III
10749,Student_10749,Female,I
3726,Student_3726,Female,II
4577,Student_4577,Female,III
5783,Student_5783,Other,I
6258,Student_6258,Other,II
9794,Student_9794,Male,III
2409,Student_2409,Female,I
341,Student_341,Female,II
2818,Student_2818,Female,III
14299,Student_14299,Other,I
2497,Student_2497,Male,II
5963,Student_5963,Male,III
13123,Student_13123,Other,I
5300,Student_5300,Other,II
9918,Student_9918,Other,III
7575,Student_7575,Other,I
1690,Student_1690,Other,II
3268,Student_3268,Female,III
4407,Student_4407,Male,I
8454,Student_8454,Female,II
1443,Student_1443,Other,III
8598,Student_8598,Male,I
10383,Student_10383,Other,II
4438,Student_4438,Other,III
5436,Student_5436,Male,I
8436,Student_8436,Other,II
12778,Student_12778,Other,III
4108,Student_4108,Male,I
561,Student_561,Male,II
12330,Student_12330,Other,III
10918,Student_10918,Other,I
8786,Student_8786,Female,II
5549,Student_5549,Female,III
1827,Student_1827,Female,I
11422,Student_11422,Other,II
11480,Student_11480,Male,III
12266,Student_12266,Other,I
13982,Student_13982,Other,II
7630,Student_7630,Male,III
8326,Student_8326,Male,I
3139,Student_3139,Male,II
12112,Student_12112,Male,III
13236,Student_13236,Male,I
7694,Student_7694,Other,II
8265,Student_8265,Male,III
12687,Student_12687,Male,I
13717,Student_13717,Male,II
7843,Student_7843,Other,III
6722,Student_6722,Female,I
7003,Student_7003,Female,II
4226,Student_4226,Female,III
2979,Student_2979,Male,I
7374,Student_7374,Other,II
5908,Student_5908,Male,III
6098,Student_6098,Female,I
12554,Student_12554,Female,II
5657,Student_5657,Female,III
10178,Student_10178,Female,I
8985,Student_8985,Female,II
14589,Student_14589,Female,III
13601,Student_13601,Female,I
4260,Student_4260,Female,II
8287,Student_8287,Male,III
5902,Student_5902,Female,I
9326,Student_9326,Male,II
14672,Student_14672,Female,III
4918,Student_4918,Female,I
8430,Student_8430,Other,II
14717,Student_14717,Other,III
11139,Student_11139,Male,I
2531,Student_2531,Other,II
1961,Student_1961,Male,III
7046,Student_7046,Other,I
1049,Student_1049,Female,II
5773,Student_5773,Male,III
2530,Student_2530,Female,I
2965,Student_2965,Male,II
7138,Student_7138,Female,III
964,Student_964,Other,I
537,Student_537,Male,II
13892,Student_13892,Female,III
7341,Student_7341,Female,I
14268,Student_14268,Other,II
7180,Student_7180,Female,III
7968,Student_7968,Other,I
12416,Student_12416,Female,II
11872,Student_11872,Female,III
12380,Student_12380,Male,I
11917,Student_11917,Other,II
8735,Student_8735,Other,III
846,Student_846,Other,I
11796,Student_11796,Female,II
5778,Student_5778,Male,III
3037,Student_3037,Female,I
5948,Student_5948,Other,II
2495,Student_2495,Other,III
12678,Student_12678,Female,I
2720,Student_2720,Male,II
1885,Student_1885,Male,III
12331,Student_12331,Female,I
4350,Student_4350,Female,II
11394,Student_11394,Other,III
5180,Student_5180,Female,I
10903,Student_10903,Female,II
6611,Student_6611,Female,III
6431,Student_6431,Other,I
7155,Student_7155,Other,II
13829,Student_13829,Other,III
10146,Student_10146,Female,I
6489,Student_6489,Other,II
4738,Student_4738,Male,III
6526,Student_6526,Male,I
3851,Student_3851,Other,II
690,Student_690,Male,III
13565,Student_13565,Other,I
10143,Student_10143,Other,II
5176,Student_5176,Other,III
13775,Student_13775,Female,I
8649,Student_8649,Male,II
5079,Student_5079,Male,III
10323,Student_10323,Female,I
12169,Student_12169,Other,II
13411,Student_13411,Male,III
12437,Student_12437,Male,I
5449,Student_5449,Other,II
1180,Student_1180,Male,III
12478,Student_12478,Other,I
11758,Student_11758,Other,II
9075,Student_9075,Male,III
6407,Student_6407,Female,I
8592,Student_8592,Other,II
6908,Student_6908,Other,III
8801,Student_8801,Female,I
14084,Student_14084,Other,II
1639,Student_1639,Other,III
5672,Student_5672,Other,I
6929,Student_6929,Other,II
10341,Student_10341,Other,III
1383,Student_1383,Other,I
1404,Student_1404,Other,II
9012,Student_9012,Male,III
3293,Student_3293,Female,I
9012,Student_9012,Male,II
420,Student_420,Female,III
12412,Student_12412,Other,I
4518,Student_4518,Male,II
3303,Student_3303,Female,III
7858,Student_7858,Male,I
9701,Student_9701,Other,II
7871,Student_7871,Other,III
5694,Student_5694,Female,I
768,Student_768,Other,II
2045,Student_2045,Other,III
14819,Student_14819,Other,I
14855,Student_14855,Other,II
14491,Student_14491,Other,III
10332,Student_10332,Female,I
11222,Student_11222,Female,II
1550,Student_1550,Male,III
14791,Student_14791,Female,I
9957,Student_9957,Other,II
6141,Student_6141,Female,III
10838,Student_10838,Male,I
3717,Student_3717,Female,II
12798,Student_12798,Female,III
13495,Student_13495,Male,I
4482,Student_4482,Female,II
13886,Student_13886,Male,III
7899,Student_7899,Female,I
6549,Student_6549,Other,II
2294,Student_2294,Other,III
4838,Student_4838,Male,I
7759,Student_7759,Male,II
10901,Student_10901,Other,III
6794,Student_6794,Male,I
7639,Student_7639,Other,II
7994,Student_7994,Male,III
6008,Student_6008,Female,I
5543,Student_5543,Male,II
9093,Student_9093,Female,III
14401,Student_14401,Other,I
11277,Student_11277,Male,II
6357,Student_6357,Female,III
10202,Student_10202,Other,I
8434,Student_8434,Male,II
14829,Student_14829,Female,III
7381,Student_7381,Male,I
2386,Student_2386,Male,II
14309,Student_14309,Other,III
4269,Student_4269,Male,I
672,Student_672,Female,II
164,Student_164,Other,III
8657,Student_8657,Other,I
11235,Student_11235,Male,II
4593,Student_4593,Other,III
4796,Student_4796,Other,I
10635,Student_10635,Other,II
4799,Student_4799,Male,III
6037,Student_6037,Male,I
2356,Student_2356,Other,II
5888,Student_5888,Female,III
12471,Student_12471,Male,I
12917,Student_12917,Female,II
7962,Student_7962,Female,III
10750,Student_10750,Female,I
5828,Student_5828,Female,II
8738,Student_8738,Male,III
13876,Student_13876,Other,I
4720,Student_4720,Female,II
12028,Student_12028,Female,III
594,Student_594,Male,I
4840,Student_4840,Other,II
7395,Student_7395,Male,III
14057,Student_14057,Male,I
11997,Student_11997,Female,II
9652,Student_9652,Male,III
14237,Student_14237,Female,I
3494,Student_3494,Female,II
10794,Student_10794,Male,III
6165,Student_6165,Female,I
14890,Student_14890,Other,II
10637,Student_10637,Other,III
2673,Student_2673,Female,I
4201,Student_4201,Male,II
14528,Student_14528,Male,III
17,Student_17,Other,I
3192,Student_3192,Female,II
393,Student_393,Male,III
8617,Student_8617,Other,I
6273,Student_6273,Other,II
572,Student_572,Other,III
3632,Student_3632,Other,I
6173,Student_6173,Male,II
9313,Student_9313,Male,III
7178,Student_7178,Other,I
8434,Student_8434,Male,II
3898,Student_3898,Male,III
12288,Student_12288,Male,I
8124,Student_8124,Female,II
2280,Student_2280,Male,III
8981,Student_8981,Other,I
7452,Student_7452,Male,II
8907,Student_8907,Female,III
13047,Student_13047,Other,I
11042,Student_11042,Other,II
776,Student_776,Male,III
12219,Student_12219,Female,I
6870,Student_6870,Female,II
2248,Student_2248,Other,III
7089,Student_7089,Other,I
79,Student_79,Male,II
8081,Student_8081,Other,III
7100,Student_7100,Male,I
3927,Student_3927,Male,II
9048,Student_9048,Male,III
7341,Student_7341,Female,I
14803,Student_14803,Other,II
14917,Student_14917,Female,III
13728,Student_13728,Female,I
7084,Student_7084,Male,II
14785,Student_14785,Female,III
6231,Student_6231,Male,I
10341,Student_10341,Other,II
9224,Student_9224,Female,III
4941,Student_4941,Other,I
3272,Student_3272,Other,II
11769,Student_11769,Male,III
12375,Student_12375,Other,I
14379,Student_14379,Male,II
3457,Student_3457,Other,III
7789,Student_7789,Other,I
11699,Student_11699,Other,II
8600,Student_8600,Male,III
7651,Student_7651,Male,I
2712,Student_2712,Male,II
11281,Student_11281,Male,III
1669,Student_1669,Male,I
148,Student_148,Female,II
6421,Student_6421,Male,III
12520,Student_12520,Female,I
12090,Student_12090,Male,II
10143,Student_10143,Other,III
366,Student_366,Female,I
9867,Student_9867,Male,II
4532,Student_4532,Female,III
12687,Student_12687,Male,I
5331,Student_5331,Other,II
5511,Student_5511,Male,III
10739,Student_10739,Female,I
14876,Student_14876,Male,II
8755,Student_8755,Male,III
11755,Student_11755,Other,I
10682,Student_10682,Female,II
13573,Student_13573,Female,III
8965,Student_8965,Female,I
6494,Student_6494,Female,II
10230,Student_10230,Male,III
11616,Student_11616,Male,I
10760,Student_10760,Male,II
5440,Student_5440,Other,III
14474,Student_14474,Other,I
9766,Student_9766,Other,II
11887,Student_11887,Male,III
13280,Student_13280,Other,I
6512,Student_6512,Female,II
11484,Student_11484,Male,III
7505,Student_7505,Male,I
1247,Student_1247,Other,II
11912,Student_11912,Female,III
3840,Student_3840,Other,I
8552,Student_8552,Male,II
13209,Student_13209,Female,III
2377,Student_2377,Male,I
3010,Student_3010,Male,II
14799,Student_14799,Male,III
11186,Student_11186,Female,I
9155,Student_9155,Male,II
11825,Student_11825,Male,III
1828,Student_1828,Male,I
6980,Student_6980,Other,II
9806,Student_9806,Female,III
9833,Student_9833,Female,I
10409,Student_10409,Female,II
12505,Student_12505,Female,III
8570,Student_8570,Female,I
12407,Student_12407,Female,II
4286,Student_4286,Other,III
6911,Student_6911,Other,I
8562,Student_8562,Male,II
14090,Student_14090,Male,III
2197,Student_2197,Female,I
3748,Student_3748,Other,II
8844,Student_8844,Other,III
5979,Student_5979,Male,I
5608,Student_5608,Female,II
770,Student_770,Male,III
10614,Student_10614,Other,I
781,Student_781,Male,II
9909,Student_9909,Other,III
6304,Student_6304,Female,I
14687,Student_14687,Male,II
3984,Student_3984,Other,III
9504,Student_9504,Male,I
11552,Student_11552,Other,II
13538,Student_13538,Female,III
8715,Student_8715,Female,I
522,Student_522,Female,II
13071,Student_13071,Female,III
10513,Student_10513,Male,I
9128,Student_9128,Other,II
7570,Student_7570,Other,III
10423,Student_10423,Female,I
12233,Student_12233,Other,II
5785,Student_5785,Female,III
4584,Student_4584,Male,I
5947,Student_5947,Other,II
4942,Student_4942,Other,III
6268,Student_6268,Female,I
7129,Student_7129,Female,II
11890,Student_11890,Female,III
11030,Student_11030,Male,I
12276,Student_12276,Male,II
2462,Student_2462,Male,III
14292,Student_14292,Other,I
14037,Student_14037,Female,II
11436,Student_11436,Female,III
11552,Student_11552,Other,I
686,Student_686,Male,II
2161,Student_2161,Female,III
7032,Student_7032,Female,I
12181,Student_12181,Other,II
12259,Student_12259,Female,III
14458,Student_14458,Other,I
9760,Student_9760,Male,II
5342,Student_5342,Female,III
39,Student_39,Female,I
10737,Student_10737,Female,II
4876,Student_4876,Male,III
1257,Student_1257,Male,I
11183,Student_11183,Female,II
7698,Student_7698,Female,III
2197,Student_2197,Female,I
11661,Student_11661,Other,II
7166,Student_7166,Male,III
10901,Student_10901,Other,I
14216,Student_14216,Female,II
302,Student_302,Other,III
7528,Student_7528,Male,I
6382,Student_6382,Other,II
647,Student_647,Female,III
12951,Student_12951,Other,I
14572,Student_14572,Female,II
9952,Student_9952,Other,III
14539,Student_14539,Other,I
12544,Student_12544,Female,II
8790,Student_8790,Male,III
8854,Student_8854,Female,I
4331,Student_4331,Other,II
9561,Student_9561,Other,III
10774,Student_10774,Male,I
7004,Student_7004,Male,II
12061,Student_12061,Male,III
3538,Student_3538,Other,I
13058,Student_13058,Other,II
14877,Student_14877,Other,III
12501,Student_12501,Other,I
4559,Student_4559,Male,II
6580,Student_6580,Male,III
8475,Student_8475,Male,I
11871,Student_11871,Male,II
9679,Student_9679,Male,III
4083,Student_4083,Other,I
13719,Student_13719,Female,II
4184,Student_4184,Male,III
13356,Student_13356,Other,I
8653,Student_8653,Other,II
10518,Student_10518,Female,III
3755,Student_3755,Male,I
10661,Student_10661,Female,II
1725,Student_1725,Female,III
1377,Student_1377,Female,I
10936,Student_10936,Male,II
8707,Student_8707,Other,III
8895,Student_8895,Other,I
1654,Student_1654,Other,II
2067,Student_2067,Other,III
23,Student_23,Other,I
2461,Student_2461,Male,II
13342,Student_13342,Other,III
5927,Student_5927,Female,I
6252,Student_6252,Other,II
9497,Student_9497,Female,III
7296,Student_7296,Male,I
3301,Student_3301,Male,II
13423,Student_13423,Female,III
6280,Student_6280,Male,I
8554,Student_8554,Male,II
7354,Student_7354,Female,III
3728,Student_3728,Female,I
6273,Student_6273,Other,II
5996,Student_5996,Other,III
9477,Student_9477,Other,I
515,Student_515,Female,II
449,Student_449,Other,III
6020,Student_6020,Other,I
13795,Student_13795,Other,II
5344,Student_5344,Male,III
10048,Student_10048,Male,I
13162,Student_13162,Female,II
8034,Student_8034,Other,III
11755,Student_11755,Other,I
2521,Student_2521,Other,II
3082,Student_3082,Male,III
1429,Student_1429,Male,I
3968,Student_3968,Female,II
6446,Student_6446,Male,III
14567,Student_14567,Other,I
14043,Student_14043,Male,II
9115,Student_9115,Other,III
11330,Student_11330,Male,I
2160,Student_2160,Male,II
5133,Student_5133,Male,III
13705,Student_13705,Female,I
2548,Student_2548,Other,II
2980,Student_2980,Female,III
14934,Student_14934,Other,I
10474,Student_10474,Male,II
2650,Student_2650,Other,III
8506,Student_8506,Female,I
10806,Student_10806,Other,II
3084,Student_3084,Male,III
10449,Student_10449,Male,I
14286,Student_14286,Female,II
1038,Student_1038,Male,III
13945,Student_13945,Female,I
3490,Student_3490,Female,II
7605,Student_7605,Female,III
7545,Student_7545,Male,I
2635,Student_2635,Female,II
3984,Student_3984,Other,III
1779,Student_1779,Female,I
7903,Student_7903,Female,II
5111,Student_5111,Female,III
5190,Student_5190,Other,I
12088,Student_12088,Male,II
7379,Student_7379,Female,III
1125,Student_1125,Male,I
698,Student_698,Male,II
2180,Student_2180,Female,III
9597,Student_9597,Female,I
5252,Student_5252,Male,II
9236,Student_9236,Other,III
1930,Student_1930,Female,I
14872,Student_14872,Male,II
1014,Student_1014,Female,III
227,Student_227,Female,I
7322,Student_7322,Male,II
1829,Student_1829,Male,III
7910,Student_7910,Other,I
5589,Student_5589,Other,II
13110,Student_13110,Female,III
2024,Student_2024,Female,I
4967,Student_4967,Female,II
10645,Student_10645,Female,III
14538,Student_14538,Male,I
10278,Student_10278,Female,II
5892,Student_5892,Male,III
12476,Student_12476,Female,I
1081,Student_1081,Female,II
5037,Student_5037,Female,III
10513,Student_10513,Male,I
11383,Student_11383,Male,II
10823,Student_10823,Male,III
2564,Student_2564,Male,I
3293,Student_3293,Female,II
12814,Student_12814,Female,III
3587,Student_3587,Male,I
4432,Student_4432,Female,II
6842,Student_6842,Female,III
13367,Student_13367,Other,I
6644,Student_6644,Male,II
11140,Student_11140,Female,III
3960,Student_3960,Other,I
11006,Student_11006,Other,II
10776,Student_10776,Male,III
162,Student_162,Male,I
594,Student_594,Male,II
14227,Student_14227,Other,III
14495,Student_14495,Female,I
11452,Student_11452,Female,II
12348,Student_12348,Male,III
11155,Student_11155,Other,I
12081,Student_12081,Male,II
3391,Student_3391,Male,III
5998,Student_5998,Female,I
6355,Student_6355,Male,II
12694,Student_12694,Other,III
664,Student_664,Other,I
9325,Student_9325,Other,II
13388,Student_13388,Other,III
542,Student_542,Male,I
5434,Student_5434,Other,II
5094,Student_5094,Female,III
13429,Student_13429,Female,I
11167,Student_11167,Other,II
868,Student_868,Male,III
10259,Student_10259,Male,I
8624,Student_8624,Female,II
13028,Student_13028,Other,III
5470,Student_5470,Other,I
12471,Student_12471,Male,II
6257,Student_6257,Male,III
9399,Student_9399,Female,I
10721,Student_10721,Male,II
1170,Student_1170,Male,III
831,Student_831,Other,I
1652,Student_1652,Male,II
1137,Student_1137,Other,III
2811,Student_2811,Other,I
8668,Student_8668,Female,II
11003,Student_11003,Male,III
9519,Student_9519,Other,I
13259,Student_13259,Female,II
1020,Student_1020,Female,III
5238,Student_5238,Female,I
10029,Student_10029,Female,II
12449,Student_12449,Male,III
10641,Student_10641,Female,I
12486,Student_12486,Female,II
1284,Student_1284,Male,III
660,Student_660,Male,I
14064,Student_14064,Male,II
13359,Student_13359,Female,III
2011,Student_2011,Female,I
8591,Student_8591,Other,II
1734,Student_1734,Male,III
13871,Student_13871,Other,I
2126,Student_2126,Other,II
2172,Student_2172,Female,III
8267,Student_8267,Other,I
14473,Student_14473,Male,II
12890,Student_12890,Male,III
3472,Student_3472,Male,I
9029,Student_9029,Female,II
5625,Student_5625,Female,III
8692,Student_8692,Female,I
13885,Student_13885,Male,II
8330,Student_8330,Other,III
2098,Student_2098,Other,I
14083,Student_14083,Male,II
5069,Student_5069,Female,III
13931,Student_13931,Other,I
11889,Student_11889,Male,II
10078,Student_10078,Other,III
6398,Student_6398,Other,I
14317,Student_14317,Male,II
2758,Student_2758,Male,III
3921,Student_3921,Female,I
8187,Student_8187,Other,II
1901,Student_1901,Other,III
2611,Student_2611,Male,I
6901,Student_6901,Male,II
12179,Student_12179,Male,III
1450,Student_1450,Male,I
8739,Student_8739,Other,II
5018,Student_5018,Male,III
12869,Student_12869,Female,I
13661,Student_13661,Female,II
8000,Student_8000,Female,III
6053,Student_6053,Other,I
10196,Student_10196,Female,II
2097,Student_2097,Other,III
8896,Student_8896,Female,I
6405,Student_6405,Male,II
10596,Student_10596,Male,III
9818,Student_9818,Female,I
3332,Student_3332,Female,II
12926,Student_12926,Other,III
7463,Student_7463,Male,I
5106,Student_5106,Other,II
2979,Student_2979,Male,III
12929,Student_12929,Female,I
2840,Student_2840,Other,II
3385,Student_3385,Other,III
10852,Student_10852,Male,I
10054,Student_10054,Other,II
11049,Student_11049,Female,III
13494,Student_13494,Female,I
686,Student_686,Male,II
14140,Student_14140,Other,III
7532,Student_7532,Male,I
4284,Student_4284,Male,II
7737,Student_7737,Female,III
7711,Student_7711,Other,I
1620,Student_1620,Other,II
13976,Student_13976,Other,III
13273,Student_13273,Female,I
12836,Student_12836,Female,II
6869,Student_6869,Other,III
1432,Student_1432,Male,I
9068,Student_9068,Male,II
4714,Student_4714,Female,III
10654,Student_10654,Other,I
9558,Student_9558,Female,II
9436,Student_9436,Female,III
4999,Student_4999,Female,I
163,Student_163,Other,II
1975,Student_1975,Other,III
3292,Student_3292,Other,I
8462,Student_8462,Other,II
632,Student_632,Male,III
906,Student_906,Other,I
11664,Student_11664,Female,II
11446,Student_11446,Female,III
2015,Student_2015,Female,I
9834,Student_9834,Other,II
7897,Student_7897,Female,III
205,Student_205,Male,I
582,Student_582,Other,II
5676,Student_5676,Other,III
9033,Student_9033,Male,I
14125,Student_14125,Other,II
5348,Student_5348,Male,III
9912,Student_9912,Other,I
13931,Student_13931,Other,II
2644,Student_2644,Female,III
8018,Student_8018,Other,I
2298,Student_2298,Female,II
875,Student_875,Other,III
5561,Student_5561,Female,I
14532,Student_14532,Other,II
690,Student_690,Male,III
4001,Student_4001,Female,I
14299,Student_14299,Other,II
11334,Student_11334,Male,III
14975,Student_14975,Male,I
9615,Student_9615,Male,II
14290,Student_14290,Male,III
672,Student_672,Female,I
7928,Student_7928,Male,II
1172,Student_1172,Other,III
5592,Student_5592,Female,I
11919,Student_11919,Male,II
9136,Student_9136,Other,III
6343,Student_6343,Other,I
1450,Student_1450,Male,II
11930,Student_11930,Other,III
2540,Student_2540,Male,I
3960,Student_3960,Other,II
13184,Student_13184,Female,III
6286,Student_6286,Other,I
5433,Student_5433,Male,II
4261,Student_4261,Other,III
2362,Student_2362,Male,I
6165,Student_6165,Female,II
13394,Student_13394,Male,III
11845,Student_11845,Male,I
3671,Student_3671,Male,II
1754,Student_1754,Other,III
8101,Student_8101,Female,I
10545,Student_10545,Male,II
1939,Student_1939,Other,III
8563,Student_8563,Male,I
5977,Student_5977,Male,II
13141,Student_13141,Female,III
12672,Student_12672,Other,I
10124,Student_10124,Female,II
6589,Student_6589,Male,III
8617,Student_8617,Other,I
6305,Student_6305,Male,II
7346,Student_7346,Other,III
12917,Student_12917,Female,I
7876,Student_7876,Male,II
9087,Student_9087,Male,III
6634,Student_6634,Other,I
14663,Student_14663,Other,II
598,Student_598,Female,III
3063,Student_3063,Female,I
2337,Student_2337,Male,II
12881,Student_12881,Other,III
9880,Student_9880,Female,I
573,Student_573,Female,II
7522,Student_7522,Female,III
6172,Student_6172,Other,I
7098,Student_7098,Female,II
2091,Student_2091,Female,III
13993,Student_13993,Male,I
6567,Student_6567,Other,II
11862,Student_11862,Other,III
12465,Student_12465,Female,I
4625,Student_4625,Other,II
1634,Student_1634,Other,III
13254,Student_13254,Male,I
1518,Student_1518,Other,II
12486,Student_12486,Female,III
10850,Student_10850,Other,I
3649,Student_3649,Other,II
13141,Student_13141,Female,III
11781,Student_11781,Other,I
1538,Student_1538,Other,II
14358,Student_14358,Male,III
13369,Student_13369,Male,I
3138,Student_3138,Other,II
6986,Student_6986,Female,III
98,Student_98,Male,I
11408,Student_11408,Male,II
14192,Student_14192,Female,III
12723,Student_12723,Male,I
12925,Student_12925,Female,II
3751,Student_3751,Other,III
11350,Student_11350,Male,I
12876,Student_12876,Male,II
8536,Student_8536,Other,III
8175,Student_8175,Female,I
8104,Student_8104,Other,II
5414,Student_5414,Female,III
14268,Student_14268,Other,I
4667,Student_4667,Other,II
611,Student_611,Other,III
1728,Student_1728,Female,I
10483,Student_10483,Other,II
1855,Student_1855,Female,III
10801,Student_10801,Male,I
5056,Student_5056,Male,II
10272,Student_10272,Female,III
14727,Student_14727,Other,I
2325,Student_2325,Other,II
12820,Student_12820,Female,III
9370,Student_9370,Female,I
14719,Student_14719,Female,II
9284,Student_9284,Female,III
14190,Student_14190,Male,I
13172,Student_13172,Male,II
14550,Student_14550,Other,III
5775,Student_5775,Other,I
6520,Student_6520,Other,II
10984,Student_10984,Female,III
14549,Student_14549,Other,I
14415,Student_14415,Female,II
1750,Student_1750,Female,III
10868,Student_10868,Other,I
14940,Student_14940,Other,II
782,Student_782,Female,III
7549,Student_7549,Female,I
11241,Student_11241,Other,II
6824,Student_6824,Female,III
2106,Student_2106,Other,I
3868,Student_3868,Female,II
7194,Student_7194,Male,III
4977,Student_4977,Female,I
12735,Student_12735,Female,II
2114,Student_2114,Other,III
5880,Student_5880,Female,I
13566,Student_13566,Other,II
3971,Student_3971,Other,III
10184,Student_10184,Other,I
9260,Student_9260,Other,II
7265,Student_7265,Female,III
1578,Student_1578,Female,I
9204,Student_9204,Female,II
2275,Student_2275,Other,III
4870,Student_4870,Other,I
10007,Student_10007,Female,II
6745,Student_6745,Female,III
2427,Student_2427,Male,I
13490,Student_13490,Male,II
5547,Student_5547,Male,III
6853,Student_6853,Female,I
12595,Student_12595,Other,II
13067,Student_13067,Other,III
2552,Student_2552,Male,I
6412,Student_6412,Female,II
11850,Student_11850,Female,III
8,Student_8,Female,I
8088,Student_8088,Other,II
2556,Student_2556,Other,III
476,Student_476,Female,I
5417,Student_5417,Other,II
10404,Student_10404,Other,III
8677,Student_8677,Male,I
7240,Student_7240,Other,II
6711,Student_6711,Male,III
5001,Student_5001,Male,I
4655,Student_4655,Female,II
8079,Student_8079,Female,III
6064,Student_6064,Male,I
2286,Student_2286,Male,II
5224,Student_5224,Male,III
13522,Student_13522,Female,I
14890,Student_14890,Other,II
6972,Student_6972,Male,III
12756,Student_12756,Male,I
3526,Student_3526,Other,II
11532,Student_11532,Female,III
14722,Student_14722,Male,I
2823,Student_2823,Male,II
4944,Student_4944,Male,III
6531,Student_6531,Male,I
11117,Student_11117,Other,II
259,Student_259,Female,III
283,Student_283,Other,I
13938,Student_13938,Male,II
1899,Student_1899,Male,III
4136,Student_4136,Other,I
6630,Student_6630,Male,II
11169,Student_11169,Male,III
10460,Student_10460,Female,I
3201,Student_3201,Female,II
5111,Student_5111,Female,III
7168,Student_7168,Other,I
613,Student_613,Female,II
14204,Student_14204,Other,III
688,Student_688,Female,I
3691,Student_3691,Male,II
8805,Student_8805,Female,III
2308,Student_2308,Male,I
7134,Student_7134,Other,II
11206,Student_11206,Female,III
6510,Student_6510,Female,I
9974,Student_9974,Male,II
5907,Student_5907,Male,III
2592,Student_2592,Female,I
10889,Student_10889,Male,II
13836,Student_13836,Other,III
14219,Student_14219,Other,I
12151,Student_12151,Other,II
7184,Student_7184,Male,III
5249,Student_5249,Female,I
8767,Student_8767,Female,II
10103,Student_10103,Male,III
5109,Student_5109,Other,I
3605,Student_3605,Male,II
670,Student_670,Female,III
4365,Student_4365,Other,I
7330,Student_7330,Other,II
1284,Student_1284,Male,III
924,Student_924,Male,I
1126,Student_1126,Female,II
1530,Student_1530,Female,III
14047,Student_14047,Female,I
9787,Student_9787,Male,II
8439,Student_8439,Female,III
3712,Student_3712,Male,I
8005,Student_8005,Other,II
9753,Student_9753,Male,III
6275,Student_6275,Male,I
10593,Student_10593,Other,II
10436,Student_10436,Other,III
3865,Student_3865,Other,I
10132,Student_10132,Male,II
13218,Student_13218,Female,III
7834,Student_7834,Other,I
11262,Student_11262,Female,II
6789,Student_6789,Male,III
227,Student_227,Female,I
11740,Student_11740,Female,II
265,Student_265,Other,III
9588,Student_9588,Female,I
11750,Student_11750,Other,II
13746,Student_13746,Other,III
646,Student_646,Male,I
14547,Student_14547,Male,II
7545,Student_7545,Male,III
13707,Student_13707,Other,I
5570,Student_5570,Male,II
2991,Student_2991,Other,III
13676,Student_13676,Other,I
10092,Student_10092,Other,II
2505,Student_2505,Other,III
10965,Student_10965,Male,I
13538,Student_13538,Female,II
13270,Student_13270,Other,III
9347,Student_9347,Male,I
588,Student_588,Female,II
12764,Student_12764,Male,III
10014,Student_10014,Other,I
9178,Student_9178,Male,II
4080,Student_4080,Male,III
3349,Student_3349,Female,I
6300,Student_6300,Male,II
3832,Student_3832,Female,III
9434,Student_9434,Female,I
8382,Student_8382,Male,II
13729,Student_13729,Female,III
9173,Student_9173,Male,I
9891,Student_9891,Other,II
1716,Student_1716,Male,III
10786,Student_10786,Male,I
12329,Student_12329,Other,II
6451,Student_6451,Female,III
13231,Student_13231,Male,I
12626,Student_12626,Other,II
5434,Student_5434,Other,III
1099,Student_1099,Female,I
7097,Student_7097,Male,II
2327,Student_2327,Female,III
11440,Student_11440,Female,I
9088,Student_9088,Male,II
6417,Student_6417,Female,III
6981,Student_6981,Female,I
6764,Student_6764,Other,II
1675,Student_1675,Female,III
11102,Student_11102,Male,I
7951,Student_7951,Female,II
9123,Student_9123,Male,III
12577,Student_12577,Male,I
8916,Student_8916,Male,II
11133,Student_11133,Male,III
14608,Student_14608,Male,I
6050,Student_6050,Other,II
1090,Student_1090,Other,III
4579,Student_4579,Other,I
9128,Student_9128,Other,II
10488,Student_10488,Female,III
156,Student_156,Male,I
9263,Student_9263,Male,II
1959,Student_1959,Other,III
10694,Student_10694,Female,I
6345,Student_6345,Other,II
5780,Student_5780,Male,III
12412,Student_12412,Other,I
6145,Student_6145,Female,II
5064,Student_5064,Other,III
3831,Student_3831,Other,I
9047,Student_9047,Other,II
8832,Student_8832,Other,III
10431,Student_10431,Other,I
9795,Student_9795,Female,II
6660,Student_6660,Female,III
